rt,response,vdiff,participant_id
2.05,-1,0.0,39
1.717,-1,3.0,39
2.233,1,2.0,39
2.583,-1,0.0,39
1.733,1,0.0,39
2.833,-1,-1.0,39
3.684,-1,1.0,39
1.7,1,0.0,39
1.917,-1,-2.0,39
2.317,1,2.0,39
1.083,-1,3.0,39
2.267,1,3.0,39
2.284,-1,-3.0,39
2.05,1,2.0,39
1.734,1,3.0,39
1.3,1,2.0,39
5.983,1,0.0,39
2.384,-1,0.0,39
4.517,-1,0.0,39
1.284,-1,-1.0,39
2.45,-1,-1.0,39
1.984,1,-1.0,39
2.584,-1,-1.0,39
1.551,1,1.0,39
1.966,-1,0.0,39
3.117,-1,0.0,39
4.7,1,0.0,39
2.251,-1,1.0,39
1.984,1,0.0,39
2.567,-1,-3.0,39
2.984,-1,-1.0,39
1.717,-1,-2.0,39
2.383,1,2.0,39
2.034,1,3.0,39
2.817,1,2.0,39
1.917,1,3.0,39
2.051,1,0.0,39
2.184,-1,-3.0,39
1.867,1,2.0,39
1.667,-1,-1.0,39
2.083,1,3.0,39
2.216,-1,-3.0,39
1.55,1,2.0,39
1.383,1,3.0,39
2.517,-1,0.0,39
3.884,1,2.0,39
2.467,1,-1.0,39
1.0,-1,-3.0,39
2.617,1,2.0,39
1.8,-1,-2.0,39
1.7,-1,1.0,39
3.383,-1,-2.0,39
5.051,1,0.0,39
3.834,-1,2.0,39
1.45,1,2.0,39
3.383,-1,-2.0,39
1.484,1,0.0,39
1.2,-1,-2.0,39
1.884,1,-1.0,39
1.55,1,3.0,39
3.083,1,0.0,39
1.484,-1,-2.0,39
2.2,1,0.0,39
1.651,-1,-3.0,39
2.584,1,3.0,39
1.95,-1,-3.0,39
1.267,-1,-3.0,39
1.317,-1,-3.0,39
1.817,-1,0.0,39
2.684,1,0.0,39
0.967,-1,-3.0,39
2.317,1,0.0,39
2.134,1,1.0,39
1.401,-1,-1.0,39
1.583,-1,-2.0,39
2.417,1,-1.0,39
1.3,-1,0.0,39
2.067,1,3.0,39
1.617,-1,-3.0,39
4.684,-1,0.0,39
1.616,1,2.0,39
1.667,1,0.0,39
1.917,-1,-1.0,39
2.117,-1,-2.0,39
1.317,1,2.0,39
1.434,-1,-2.0,39
2.3,1,3.0,39
2.9,-1,-3.0,39
4.267,1,-1.0,39
1.784,-1,-1.0,39
1.5,1,-1.0,39
1.484,1,0.0,39
4.284,1,1.0,39
4.217,1,0.0,39
4.417,-1,0.0,39
1.234,-1,-2.0,39
1.35,1,-3.0,39
1.733,1,0.0,39
2.467,-1,0.0,39
1.5,-1,-1.0,39
1.7,1,2.0,39
2.401,1,0.0,39
1.167,1,2.0,39
1.367,-1,-1.0,39
1.451,-1,-3.0,39
1.717,-1,-2.0,39
2.566,-1,-2.0,39
5.1,-1,-1.0,39
1.717,1,0.0,39
3.9,1,-2.0,39
2.717,-1,-2.0,39
1.417,1,-1.0,39
1.367,1,3.0,39
5.651,1,1.0,39
3.317,-1,0.0,39
1.25,1,-3.0,39
1.117,-1,-2.0,39
3.133,1,0.0,39
2.483,1,3.0,39
1.25,1,2.0,39
4.567,1,1.0,39
3.367,-1,1.0,39
1.367,-1,-3.0,39
1.217,-1,-1.0,39
1.0,-1,-2.0,39
1.517,-1,0.0,39
1.583,1,1.0,39
2.401,1,0.0,39
1.65,1,0.0,39
1.6,-1,1.0,39
2.8,-1,1.0,39
4.566,1,-1.0,39
2.2,1,0.0,39
2.084,1,2.0,39
2.4,1,3.0,39
1.583,1,2.0,39
2.801,-1,-1.0,39
1.534,1,0.0,39
1.384,-1,-2.0,40
1.117,1,-2.0,40
1.1,1,1.0,40
0.967,1,-1.0,40
1.401,-1,-2.0,40
2.05,1,0.0,40
1.167,1,0.0,40
1.151,-1,-3.0,40
0.867,1,0.0,40
1.0,1,0.0,40
2.0,-1,-3.0,40
1.084,1,0.0,40
2.267,1,-2.0,40
1.167,-1,-2.0,40
0.8,-1,-3.0,40
2.834,-1,-3.0,40
1.4,-1,0.0,40
1.066,-1,-2.0,40
2.301,-1,0.0,40
1.583,1,-1.0,40
2.017,1,-1.0,40
1.417,1,-1.0,40
1.316,1,0.0,40
1.201,-1,-1.0,40
1.617,-1,1.0,40
2.033,-1,-3.0,40
1.283,-1,-3.0,40
1.801,1,1.0,40
1.817,-1,-3.0,40
1.533,-1,0.0,40
1.45,1,-3.0,40
1.2,1,-1.0,40
0.951,-1,-1.0,40
1.517,1,3.0,40
1.683,-1,1.0,40
1.501,-1,0.0,40
1.967,1,-1.0,40
1.217,1,2.0,40
1.7,1,3.0,40
1.734,1,0.0,40
1.467,1,2.0,40
1.834,1,3.0,40
3.167,1,-2.0,40
1.4,-1,-3.0,40
1.7,-1,-2.0,40
1.284,1,2.0,40
1.367,1,2.0,40
2.284,1,-1.0,40
1.984,-1,0.0,40
1.684,-1,-1.0,40
2.084,-1,-3.0,40
1.617,1,3.0,40
1.433,-1,-1.0,40
1.617,-1,0.0,40
1.95,1,3.0,40
2.067,-1,-2.0,40
1.701,1,-1.0,40
1.766,1,-1.0,40
1.35,-1,3.0,40
1.383,1,0.0,40
1.383,-1,1.0,40
1.817,-1,1.0,40
1.901,-1,3.0,40
2.433,-1,-3.0,40
2.7,1,-2.0,40
2.084,1,-3.0,40
1.15,1,-2.0,40
1.267,1,-2.0,40
1.434,-1,-3.0,40
1.55,-1,1.0,40
2.6,-1,-3.0,40
1.067,-1,-1.0,40
1.817,1,2.0,40
0.933,-1,-1.0,40
2.217,-1,1.0,40
1.233,1,1.0,40
3.017,1,0.0,40
2.1,1,0.0,40
1.167,-1,-2.0,40
1.534,1,-2.0,40
1.517,1,2.0,40
1.517,-1,2.0,40
2.184,-1,-1.0,40
1.55,-1,0.0,40
1.216,-1,1.0,40
0.984,-1,1.0,40
1.7,1,2.0,40
1.15,1,1.0,40
2.05,-1,0.0,40
1.633,1,0.0,40
1.9,-1,0.0,40
1.667,1,0.0,40
1.3,-1,-2.0,40
1.3,-1,1.0,40
1.734,-1,3.0,40
1.8,-1,-2.0,40
1.934,-1,-1.0,40
1.55,-1,-2.0,40
1.75,1,-2.0,40
1.517,-1,-3.0,40
1.5,-1,3.0,40
0.817,1,0.0,40
2.601,-1,3.0,40
1.617,1,-2.0,40
2.25,1,2.0,40
1.483,1,1.0,40
1.567,1,-1.0,40
1.117,1,-3.0,40
1.433,-1,-1.0,40
1.517,1,0.0,40
1.634,-1,-2.0,40
1.467,-1,3.0,40
1.201,1,3.0,40
1.201,-1,3.0,40
3.5,-1,-2.0,40
1.483,1,-1.0,40
4.067,-1,-1.0,40
1.65,-1,3.0,40
2.134,1,0.0,40
1.033,-1,0.0,40
1.433,1,-1.0,40
3.601,-1,0.0,40
2.0,-1,0.0,40
2.084,1,-2.0,40
0.867,1,2.0,40
2.033,1,0.0,40
2.583,1,-2.0,40
1.117,1,-1.0,40
1.051,1,2.0,40
2.717,-1,-1.0,40
1.617,-1,3.0,40
1.367,-1,1.0,40
1.383,-1,0.0,40
1.683,1,-3.0,40
1.317,1,2.0,40
1.15,1,0.0,40
1.117,-1,0.0,40
1.317,1,-1.0,40
0.884,-1,3.0,40
1.4,1,3.0,40
1.317,-1,-3.0,40
2.2,-1,0.0,40
1.884,-1,0.0,40
1.25,-1,-3.0,40
1.383,1,3.0,40
1.334,1,-1.0,40
1.267,1,1.0,40
1.15,1,-3.0,40
1.067,1,-2.0,40
0.801,1,3.0,40
1.267,1,1.0,40
1.267,1,0.0,40
0.767,1,3.0,40
1.017,-1,2.0,40
0.867,1,1.0,40
1.134,-1,0.0,40
1.4,-1,0.0,40
1.6,-1,1.0,40
0.8,1,2.0,40
1.3,1,1.0,40
1.467,-1,-2.0,40
1.017,1,3.0,40
1.017,1,-1.0,40
0.85,1,-1.0,40
1.417,1,-2.0,40
1.7,-1,0.0,40
3.2,1,2.0,40
0.801,-1,2.0,40
1.133,1,2.0,40
1.45,1,1.0,40
1.2,1,3.0,40
0.983,1,0.0,40
1.167,1,1.0,40
1.084,1,1.0,40
2.067,1,1.0,40
1.667,1,0.0,40
1.433,-1,-1.0,40
1.466,-1,-3.0,40
1.484,1,1.0,40
2.367,-1,0.0,40
1.267,1,1.0,40
1.234,1,2.0,40
1.45,-1,2.0,40
1.45,-1,-1.0,40
1.25,1,2.0,40
1.417,1,2.0,40
1.167,-1,0.0,40
0.884,-1,-2.0,40
0.801,-1,0.0,40
1.184,1,-1.0,40
1.9,1,1.0,40
0.984,1,-2.0,40
0.8,1,-3.0,40
1.117,-1,-3.0,40
1.583,-1,-3.0,40
1.65,1,3.0,40
1.334,1,-2.0,40
1.9,-1,-3.0,40
2.75,-1,0.0,41
1.134,1,-3.0,41
4.634,1,0.0,41
1.417,1,-2.0,41
1.35,-1,2.0,41
2.317,1,0.0,41
0.934,-1,-1.0,41
2.384,1,2.0,41
1.467,-1,0.0,41
3.033,1,2.0,41
1.283,-1,-1.0,41
1.917,1,0.0,41
1.751,-1,1.0,41
1.7,1,2.0,41
1.551,1,0.0,41
1.583,-1,1.0,41
1.366,1,0.0,41
1.701,-1,0.0,41
2.851,-1,-2.0,41
1.1,-1,-2.0,41
1.216,1,0.0,41
1.051,-1,-1.0,41
1.0,-1,0.0,41
1.25,1,-1.0,41
2.45,-1,2.0,41
1.517,1,2.0,41
1.734,1,0.0,41
2.284,1,0.0,41
1.217,-1,0.0,41
1.2,-1,0.0,41
2.417,1,-1.0,41
1.45,1,-2.0,41
1.534,-1,3.0,41
1.35,1,-2.0,41
1.25,-1,3.0,41
1.734,-1,3.0,41
1.084,-1,0.0,41
1.333,1,1.0,41
1.634,1,0.0,41
1.883,-1,3.0,41
1.95,1,1.0,41
1.516,-1,1.0,41
1.351,-1,2.0,41
1.167,1,0.0,41
4.4,1,1.0,41
2.217,1,-3.0,41
5.05,1,1.0,41
2.85,-1,-2.0,41
3.233,-1,-1.0,41
1.034,-1,1.0,41
3.684,1,2.0,41
2.7,1,-1.0,41
1.45,-1,0.0,41
1.467,1,2.0,41
0.967,-1,-2.0,41
1.717,-1,-2.0,41
1.15,-1,-2.0,41
1.45,1,1.0,41
3.066,1,3.0,41
1.3,1,3.0,41
1.517,1,3.0,41
1.417,1,-3.0,41
3.217,1,3.0,41
1.551,-1,1.0,41
1.2,-1,-2.0,41
1.784,-1,-1.0,41
1.567,-1,-3.0,41
2.683,-1,3.0,41
2.567,-1,-2.0,41
1.234,1,0.0,41
2.334,-1,-3.0,41
1.483,1,-1.0,41
1.8,-1,-1.0,41
1.317,1,3.0,41
2.184,1,1.0,41
2.017,1,2.0,41
0.95,1,0.0,41
3.401,-1,0.0,41
5.45,-1,0.0,41
3.184,-1,0.0,41
1.301,-1,0.0,41
2.751,-1,-3.0,41
4.617,-1,0.0,41
1.234,-1,-1.0,41
3.517,-1,-2.0,41
2.467,1,1.0,41
2.017,1,-3.0,41
2.0,1,1.0,41
3.017,1,3.0,41
1.55,1,1.0,41
2.1,1,1.0,41
4.401,-1,2.0,41
1.3,-1,-2.0,41
2.467,1,2.0,41
1.184,1,-3.0,41
1.134,-1,-3.0,41
2.551,1,-1.0,41
1.633,-1,-3.0,41
3.2,1,-3.0,41
4.034,1,0.0,41
2.101,-1,-2.0,41
1.8,1,3.0,41
4.717,-1,3.0,41
4.267,-1,1.0,41
2.717,-1,0.0,41
4.75,1,-2.0,41
1.1,1,3.0,41
1.434,-1,0.0,41
2.117,1,2.0,41
1.6,-1,2.0,41
0.9,-1,1.0,41
5.05,1,-3.0,41
1.733,1,-1.0,41
1.417,1,-1.0,41
1.317,1,-2.0,41
1.367,1,1.0,41
2.234,1,-3.0,41
1.75,-1,-2.0,41
2.267,1,1.0,41
3.284,1,3.0,41
1.117,1,-1.0,41
1.834,1,-2.0,41
1.6,1,1.0,41
1.934,-1,0.0,41
3.5,-1,-3.0,41
1.367,-1,-3.0,41
1.784,1,-1.0,41
1.117,1,-2.0,41
1.0,1,3.0,41
1.201,-1,0.0,41
1.9,1,-2.0,41
2.884,1,-3.0,41
1.5,1,-1.0,41
1.417,1,-3.0,41
1.3,-1,-1.0,41
1.467,-1,0.0,41
1.3,-1,-1.0,41
1.4,1,0.0,41
1.317,1,1.0,41
1.417,-1,-2.0,41
1.65,1,-1.0,41
1.217,-1,-1.0,41
0.917,1,3.0,41
1.1,1,3.0,41
0.933,-1,0.0,41
1.8,-1,2.0,41
1.4,1,-2.0,41
1.267,-1,-2.0,41
3.984,-1,-1.0,41
2.517,1,-1.0,41
1.283,1,1.0,41
1.916,-1,0.0,41
1.566,1,2.0,41
1.067,-1,-2.0,41
1.167,-1,-3.0,41
0.85,1,3.0,41
5.45,-1,0.0,41
1.083,-1,0.0,41
1.067,-1,3.0,41
1.317,1,3.0,41
1.35,1,0.0,41
1.584,-1,-3.0,41
1.184,-1,-1.0,41
1.4,-1,0.0,41
0.967,1,3.0,41
0.75,1,-2.0,41
1.767,1,0.0,41
1.4,-1,1.0,41
2.401,-1,-1.0,41
1.534,1,0.0,41
1.25,-1,3.0,41
1.267,-1,0.0,41
1.833,1,-1.0,41
2.3,-1,-2.0,41
1.55,1,2.0,41
0.867,-1,2.0,41
1.384,1,1.0,41
1.25,-1,1.0,41
1.433,1,-3.0,41
1.183,-1,-3.0,41
0.966,-1,-3.0,41
1.25,1,2.0,41
1.183,-1,1.0,41
1.334,1,-2.0,41
0.801,-1,-1.0,41
1.65,-1,0.0,41
1.05,-1,-3.0,41
1.733,-1,-2.0,41
1.25,-1,-3.0,41
1.601,1,1.0,41
1.05,1,-2.0,41
0.783,1,1.0,41
1.267,-1,2.0,41
1.266,-1,1.0,41
0.917,-1,1.0,41
1.083,-1,1.0,41
2.117,-1,-2.0,41
4.364,-1,0.0,42
1.216,-1,-2.0,42
1.867,1,1.0,42
1.85,-1,1.0,42
2.233,-1,-1.0,42
2.267,-1,-3.0,42
2.867,-1,-3.0,42
1.717,1,-3.0,42
2.5,1,1.0,42
2.267,-1,-2.0,42
1.4,-1,-1.0,42
1.834,-1,-3.0,42
1.433,1,3.0,42
1.35,1,2.0,42
1.601,-1,0.0,42
1.95,1,-2.0,42
1.666,1,0.0,42
1.117,1,0.0,42
1.483,-1,1.0,42
1.534,1,1.0,42
2.217,-1,2.0,42
1.9,1,0.0,42
2.067,1,3.0,42
1.517,1,1.0,42
1.05,-1,-2.0,42
1.7,1,0.0,42
1.667,1,-2.0,42
1.417,1,1.0,42
1.584,1,3.0,42
3.934,1,-3.0,42
1.55,1,3.0,42
4.267,1,3.0,42
1.683,-1,-3.0,42
1.166,-1,-2.0,42
3.967,1,3.0,42
1.35,1,2.0,42
1.533,1,0.0,42
2.2,1,0.0,42
1.217,-1,0.0,42
0.7,1,0.0,42
0.884,-1,-3.0,42
3.65,-1,-3.0,42
3.401,1,3.0,42
2.184,-1,0.0,42
0.933,-1,1.0,42
1.434,-1,1.0,42
1.333,-1,-2.0,42
1.866,1,2.0,42
2.167,-1,-3.0,42
1.767,1,1.0,42
1.35,-1,-2.0,42
1.067,1,1.0,42
1.4,-1,-3.0,42
1.7,1,-2.0,42
1.833,-1,3.0,42
1.284,1,1.0,42
1.617,1,-1.0,42
1.35,1,1.0,42
3.284,-1,2.0,42
1.3,-1,-2.0,42
0.817,1,1.0,42
2.117,1,3.0,42
1.067,-1,-3.0,42
2.767,-1,-1.0,42
1.034,-1,-3.0,42
2.35,1,0.0,42
2.133,-1,0.0,42
1.3,1,-1.0,42
1.15,1,1.0,42
1.25,1,2.0,42
1.451,1,0.0,42
1.5,-1,1.0,42
1.4,1,0.0,42
1.017,-1,0.0,42
0.95,1,-1.0,42
3.566,1,-1.0,42
1.466,-1,-1.0,42
1.75,1,0.0,42
2.117,-1,-3.0,42
1.95,1,-3.0,42
1.15,-1,-3.0,42
1.884,-1,-3.0,42
1.05,1,3.0,42
1.034,-1,-2.0,42
3.067,1,-3.0,42
0.933,1,-1.0,42
1.55,1,3.0,42
1.067,-1,-1.0,42
1.417,-1,3.0,42
2.384,1,3.0,42
1.001,1,0.0,42
0.933,-1,-1.0,42
0.884,-1,3.0,42
1.2,1,0.0,42
0.901,1,1.0,42
1.067,1,3.0,42
1.284,-1,-3.0,42
1.283,1,-1.0,42
1.184,1,-2.0,42
1.184,-1,-3.0,42
1.3,-1,0.0,42
1.75,1,0.0,42
1.551,1,3.0,42
1.7,1,0.0,42
1.384,-1,-1.0,42
1.251,1,0.0,42
1.2,-1,3.0,42
2.867,-1,-3.0,42
1.317,1,-1.0,42
1.066,-1,-3.0,42
1.951,-1,3.0,42
1.683,1,0.0,42
3.051,1,3.0,42
2.617,1,3.0,42
2.683,1,2.0,42
2.734,1,2.0,42
2.267,1,0.0,42
1.517,-1,-1.0,42
4.283,1,1.0,42
2.267,-1,-1.0,42
3.967,-1,0.0,42
3.451,1,-3.0,42
1.817,-1,1.0,42
4.1,-1,-1.0,42
1.467,1,3.0,42
2.967,-1,-1.0,42
2.117,1,0.0,42
2.4,-1,-2.0,42
1.684,1,-2.0,42
1.417,-1,-2.0,42
2.317,1,3.0,42
2.167,-1,-2.0,42
3.584,-1,-1.0,42
2.817,1,2.0,42
5.05,-1,1.0,42
3.234,-1,2.0,42
1.85,-1,-3.0,42
2.0,-1,0.0,42
2.634,-1,-3.0,42
1.934,-1,-3.0,42
1.6,-1,2.0,42
1.284,-1,0.0,42
1.066,1,0.0,42
2.451,1,1.0,42
1.734,1,-1.0,42
3.134,1,-2.0,42
1.334,1,3.0,42
1.75,1,3.0,42
2.15,1,-2.0,42
3.55,-1,-3.0,42
2.117,-1,2.0,42
2.051,1,-1.0,42
2.051,1,2.0,42
3.234,-1,-3.0,42
1.367,-1,-3.0,42
1.833,1,2.0,42
2.766,-1,-1.0,42
2.417,1,0.0,42
1.817,1,1.0,42
1.484,1,3.0,42
4.534,-1,2.0,42
5.217,-1,-1.0,42
1.4,-1,3.0,42
1.283,-1,-3.0,42
1.867,-1,1.0,42
1.1,1,1.0,42
0.9,1,0.0,42
2.183,-1,-2.0,42
1.434,-1,0.0,42
1.25,1,2.0,42
1.167,-1,-2.0,42
0.834,1,2.0,42
1.6,-1,3.0,42
1.15,-1,-1.0,42
2.251,-1,-1.0,42
2.201,1,1.0,42
3.084,1,-1.0,42
1.15,1,2.0,42
1.0,1,-2.0,42
1.017,1,3.0,43
1.45,-1,0.0,43
2.116,1,2.0,43
2.15,1,1.0,43
0.867,-1,-2.0,43
1.1,-1,-1.0,43
1.6,1,2.0,43
1.001,-1,1.0,43
1.017,1,1.0,43
1.35,-1,-1.0,43
1.117,-1,1.0,43
2.05,-1,-1.0,43
1.317,1,2.0,43
1.5,-1,-3.0,43
2.016,-1,-2.0,43
2.351,-1,-3.0,43
2.1,-1,1.0,43
1.833,-1,0.0,43
1.784,-1,3.0,43
1.433,1,2.0,43
2.067,1,-3.0,43
2.183,1,2.0,43
1.667,1,3.0,43
4.916,1,0.0,43
2.067,1,3.0,43
1.284,1,2.0,43
1.3,1,2.0,43
1.5,-1,1.0,43
1.783,1,0.0,43
2.783,1,0.0,43
2.784,1,3.0,43
1.267,-1,0.0,43
2.083,-1,0.0,43
4.051,1,-3.0,43
2.701,1,3.0,43
2.65,1,2.0,43
1.184,-1,-3.0,43
1.134,1,-1.0,43
1.967,-1,-1.0,43
1.5,-1,0.0,43
1.85,1,3.0,43
1.7,1,-2.0,43
1.217,-1,0.0,43
1.017,1,-3.0,43
1.05,-1,-2.0,43
1.017,-1,1.0,43
0.817,-1,-3.0,43
1.767,1,2.0,43
1.851,1,0.0,43
2.667,1,1.0,43
1.567,1,-2.0,43
1.55,-1,-2.0,43
2.2,-1,-1.0,43
1.05,-1,1.0,43
1.334,-1,-1.0,43
1.3,1,2.0,43
1.15,1,0.0,43
1.05,1,2.0,43
1.317,1,-3.0,43
1.65,1,0.0,43
1.601,-1,0.0,43
1.083,-1,-3.0,43
1.95,1,-3.0,43
1.033,1,3.0,43
1.4,1,-2.0,43
0.75,-1,-2.0,43
1.683,1,0.0,43
1.45,-1,1.0,43
0.901,-1,-3.0,43
1.267,-1,0.0,43
0.85,-1,-2.0,43
0.934,-1,3.0,43
0.867,-1,-2.0,43
1.033,-1,-3.0,43
1.233,1,-3.0,43
1.901,1,-3.0,43
2.101,1,-2.0,43
2.284,-1,3.0,43
3.767,1,2.0,43
1.85,-1,-1.0,43
1.1,1,3.0,43
1.501,1,1.0,43
1.017,1,0.0,43
1.317,-1,2.0,43
1.317,1,-2.0,43
0.933,-1,-3.0,43
1.417,-1,-2.0,43
1.3,1,-2.0,43
0.733,1,3.0,43
2.701,-1,0.0,43
1.133,1,-2.0,43
2.584,1,0.0,43
1.25,-1,-2.0,43
0.983,1,2.0,43
1.217,1,1.0,43
2.267,-1,1.0,43
1.267,1,3.0,43
2.116,-1,1.0,43
1.167,1,1.0,43
0.683,-1,0.0,43
1.4,-1,-3.0,43
2.367,1,3.0,43
0.983,-1,2.0,43
0.983,1,1.0,43
1.367,-1,3.0,43
1.284,1,-2.0,43
0.817,1,0.0,43
1.6,1,0.0,43
1.25,-1,0.0,43
1.45,1,0.0,43
1.433,-1,2.0,43
1.25,-1,1.0,43
2.217,-1,-1.0,43
1.667,1,0.0,43
0.917,1,1.0,43
1.0,1,-2.0,43
1.067,1,1.0,43
1.617,1,1.0,43
1.501,1,-1.0,43
1.083,-1,-1.0,43
0.933,-1,0.0,43
1.35,1,-1.0,43
1.384,-1,-2.0,43
1.417,1,0.0,43
1.5,1,0.0,43
0.783,-1,2.0,43
1.833,-1,-3.0,43
1.217,1,3.0,43
1.067,-1,0.0,43
1.85,1,0.0,43
1.483,-1,-1.0,43
1.217,1,0.0,43
1.7,-1,-3.0,43
1.034,1,1.0,43
1.401,1,2.0,43
0.817,-1,-3.0,43
1.15,-1,1.0,43
0.95,1,-2.0,43
0.983,-1,-2.0,43
0.65,-1,-3.0,43
1.501,-1,0.0,43
0.917,1,0.0,43
1.184,-1,0.0,43
0.733,-1,-1.0,43
1.25,-1,-1.0,43
2.284,-1,0.0,43
0.983,-1,0.0,43
1.033,1,1.0,43
1.334,1,-1.0,43
1.85,1,-2.0,43
1.233,1,-1.0,43
1.001,1,2.0,43
0.967,-1,-1.0,43
2.267,-1,1.0,43
1.517,1,2.0,43
2.034,-1,1.0,43
1.316,-1,3.0,43
2.734,-1,-2.0,43
1.317,1,3.0,43
1.4,1,-1.0,43
1.251,1,1.0,43
0.917,-1,-1.0,43
1.217,1,1.0,43
2.767,1,2.0,43
0.967,-1,-1.0,43
1.366,1,-2.0,43
1.267,1,0.0,43
1.334,-1,3.0,43
1.25,1,3.0,43
1.317,1,3.0,43
3.534,1,-3.0,43
1.717,1,1.0,43
1.134,1,-1.0,43
1.567,-1,-2.0,43
0.834,1,-3.0,43
1.067,1,2.0,43
1.066,-1,-2.0,43
0.817,-1,0.0,43
0.883,-1,-3.0,43
1.2,-1,1.0,43
1.5,-1,2.0,43
1.583,1,-2.0,43
1.167,1,-1.0,43
1.084,-1,-1.0,43
0.834,-1,2.0,43
1.334,1,0.0,43
1.317,-1,0.0,43
1.117,-1,-1.0,43
1.101,1,0.0,43
1.333,-1,2.0,43
1.583,1,1.0,43
0.867,-1,3.0,43
1.2,1,3.0,43
0.934,1,3.0,43
1.2,1,1.0,43
1.117,1,2.0,43
1.117,-1,0.0,43
0.916,-1,0.0,43
1.517,1,1.0,43
1.383,1,2.0,43
4.633,-1,-1.0,44
1.734,1,2.0,44
2.117,-1,0.0,44
1.883,-1,3.0,44
3.051,-1,3.0,44
2.367,-1,1.0,44
2.3,1,3.0,44
1.451,1,2.0,44
2.034,1,2.0,44
4.4,1,0.0,44
2.033,1,0.0,44
1.301,1,2.0,44
3.417,1,-1.0,44
2.3,-1,0.0,44
2.517,-1,-1.0,44
2.001,1,2.0,44
2.8,1,-2.0,44
1.217,1,0.0,44
2.0,-1,-3.0,44
1.917,-1,0.0,44
1.667,-1,-1.0,44
1.217,1,-3.0,44
1.233,-1,-2.0,44
1.767,1,2.0,44
1.284,1,3.0,44
2.134,1,0.0,44
1.784,1,2.0,44
1.467,1,3.0,44
2.167,1,3.0,44
3.9,1,1.0,44
1.1,-1,0.0,44
1.15,-1,-2.0,44
4.467,1,3.0,44
1.367,1,2.0,44
1.333,1,1.0,44
2.1,-1,-2.0,44
1.8,-1,0.0,44
2.6,-1,0.0,44
1.517,1,3.0,44
0.917,1,3.0,44
1.45,-1,2.0,44
1.483,-1,-1.0,44
1.833,1,0.0,44
1.966,-1,0.0,44
1.233,-1,-2.0,44
1.4,1,-2.0,44
1.933,-1,-1.0,44
2.15,-1,1.0,44
0.917,1,2.0,44
1.917,1,-2.0,44
4.367,-1,-2.0,44
2.517,-1,-2.0,44
4.05,1,0.0,44
2.733,1,-3.0,44
1.233,1,3.0,44
2.983,-1,0.0,44
1.317,1,3.0,44
1.234,1,3.0,44
3.584,1,1.0,44
0.884,1,0.0,44
1.167,1,2.0,44
2.267,1,0.0,44
3.517,1,-2.0,44
1.417,1,1.0,44
1.684,1,1.0,44
3.084,1,0.0,44
1.317,1,2.0,44
1.534,-1,0.0,44
1.783,1,3.0,44
3.017,-1,0.0,44
4.133,-1,1.0,44
3.333,-1,0.0,44
1.401,1,3.0,44
2.417,-1,0.0,44
2.75,-1,1.0,44
2.367,1,3.0,44
1.833,1,1.0,44
1.467,-1,-3.0,44
1.35,-1,0.0,44
2.067,1,1.0,44
2.433,-1,0.0,44
3.483,1,3.0,44
1.15,-1,-3.0,44
1.234,-1,-3.0,44
1.467,-1,-2.0,44
2.083,-1,-2.0,44
1.066,-1,-3.0,44
1.15,1,1.0,44
1.133,1,0.0,44
1.434,1,1.0,44
2.067,1,-1.0,44
1.733,1,2.0,44
2.05,1,-2.0,44
3.033,1,-2.0,44
3.184,-1,1.0,44
1.9,1,2.0,44
2.583,1,0.0,44
1.451,1,-2.0,44
1.734,-1,-3.0,44
1.35,-1,-2.0,44
2.25,-1,-2.0,44
1.3,1,-1.0,44
2.134,1,-1.0,44
1.233,-1,-3.0,44
1.517,1,-1.0,44
0.767,-1,0.0,44
1.0,-1,-3.0,44
1.884,1,1.0,44
1.6,1,0.0,44
1.683,-1,-3.0,44
1.233,-1,-3.0,44
1.75,-1,-1.0,44
1.883,-1,-1.0,44
1.15,-1,-2.0,44
1.783,-1,-2.0,44
1.533,-1,1.0,44
0.817,-1,0.0,44
1.45,1,-3.0,44
1.75,1,2.0,44
1.35,-1,-1.0,44
1.434,-1,-3.0,44
2.834,1,1.0,44
0.933,-1,-3.0,44
1.066,1,0.0,44
0.867,-1,3.0,44
1.0,1,3.0,44
1.167,1,0.0,44
1.367,1,0.0,44
4.05,-1,-1.0,44
2.267,1,0.0,44
1.134,1,3.0,44
1.034,1,3.0,44
1.201,-1,2.0,44
1.1,-1,-1.0,44
3.3,1,-2.0,44
0.833,-1,-3.0,44
1.251,1,0.0,44
1.234,1,1.0,44
1.6,-1,1.0,44
1.184,1,3.0,44
4.117,-1,2.0,44
2.184,-1,-2.0,44
1.667,1,1.0,44
0.867,1,3.0,44
1.5,-1,0.0,44
1.05,1,1.0,44
1.567,1,2.0,44
1.85,-1,1.0,44
1.25,-1,-1.0,44
1.117,-1,0.0,44
0.967,-1,-2.0,44
1.417,-1,-3.0,44
1.134,1,2.0,44
1.2,-1,-1.0,44
1.201,-1,-3.0,44
1.034,1,-1.0,44
1.217,-1,-2.0,44
0.867,1,0.0,44
0.917,-1,0.0,44
1.0,1,3.0,44
1.117,-1,-2.0,44
0.867,-1,1.0,44
1.334,-1,-3.0,44
2.001,1,2.0,44
2.317,-1,2.0,44
1.317,-1,0.0,44
1.183,-1,1.0,44
1.067,1,-1.0,44
1.217,-1,-1.0,44
2.267,-1,0.0,44
1.75,1,-1.0,44
1.317,1,0.0,44
2.717,1,-1.0,44
